at,userName,score,content,cleaning,case_folding,normalisasi,tokenize,stopword_removal,steming_data,content_length,Sentiment
2025-10-02 22:37:54,Pengguna Google,5,ih baik bangett bagus bangett pokoknya the best dehh👍🏻💯 tapi sering ngelag😞,ih baik bangett bagus bangett pokoknya the best dehh tapi sering ngelag,ih baik bangett bagus bangett pokoknya the best dehh tapi sering ngelag,ih baik banget bagus banget pokoknya the best deh tapi sering ngelag,"['ih', 'baik', 'banget', 'bagus', 'banget', 'pokoknya', 'the', 'best', 'deh', 'tapi', 'sering', 'ngelag']","['ih', 'banget', 'bagus', 'banget', 'pokoknya', 'the', 'best', 'deh', 'ngelag']",ih banget bagus banget pokok the best deh ngelag,71,Netral
2025-10-02 22:23:15,Pengguna Google,5,lumayan buat belajar bahasa,lumayan buat belajar bahasa,lumayan buat belajar bahasa,lumayan buat belajar bahasa,"['lumayan', 'buat', 'belajar', 'bahasa']","['lumayan', 'belajar', 'bahasa']",lumayan ajar bahasa,27,Positif
2025-10-02 22:22:30,Pengguna Google,5,mantap😝😝😝😝😝,mantap,mantap,mantap,['mantap'],['mantap'],mantap,6,Netral
2025-10-02 22:22:04,Pengguna Google,5,"bagus sih, tapi belajarnya itu2 aja",bagus sih tapi belajarnya itu aja,bagus sih tapi belajarnya itu aja,bagus sih tapi belajarnya itu saja,"['bagus', 'sih', 'tapi', 'belajarnya', 'itu', 'saja']","['bagus', 'sih', 'belajarnya']",bagus sih ajar,33,Positif
2025-10-02 22:21:54,Pengguna Google,5,aku sangat menyukai duo,aku sangat menyukai duo,aku sangat menyukai duo,aku sangat menyukai duo,"['aku', 'sangat', 'menyukai', 'duo']","['menyukai', 'duo']",suka duo,23,Netral
2025-10-02 22:17:27,Pengguna Google,4,agak sus di level tertinggi. bagus buat belajar,agak sus di level tertinggi bagus buat belajar,agak sus di level tertinggi bagus buat belajar,agak sus di level tertinggi bagus buat belajar,"['agak', 'sus', 'di', 'level', 'tertinggi', 'bagus', 'buat', 'belajar']","['sus', 'level', 'tertinggi', 'bagus', 'belajar']",sus level tinggi bagus ajar,46,Positif
2025-10-02 22:12:30,Pengguna Google,4,bagus sih tapi dikit banget yang kayak betrai,bagus sih tapi dikit banget yang kayak betrai,bagus sih tapi dikit banget yang kayak betrai,bagus sih tapi dikit banget yang kayak betrai,"['bagus', 'sih', 'tapi', 'dikit', 'banget', 'yang', 'kayak', 'betrai']","['bagus', 'sih', 'dikit', 'banget', 'kayak', 'betrai']",bagus sih dikit banget kayak betrai,45,Positif
2025-10-02 22:12:06,Pengguna Google,5,seru asik dapat belajar bahasa and InsyaAllah trs berkembang Aamiiin,seru asik dapat belajar bahasa and InsyaAllah trs berkembang Aamiiin,seru asik dapat belajar bahasa and insyaallah trs berkembang aamiiin,seru asik dapat belajar bahasa and insyaallah terus berkembang amin,"['seru', 'asik', 'dapat', 'belajar', 'bahasa', 'and', 'insyaallah', 'terus', 'berkembang', 'amin']","['seru', 'asik', 'belajar', 'bahasa', 'and', 'insyaallah', 'berkembang', 'amin']",seru asik ajar bahasa and insyaallah kembang amin,68,Positif
2025-10-02 22:09:28,Pengguna Google,5,keran,keran,keran,keran,['keran'],['keran'],keran,5,Negatif
2025-10-02 21:24:49,Pengguna Google,5,bagus dan tidak bug,bagus dan tidak bug,bagus dan tidak bug,bagus dan tidak bug,"['bagus', 'dan', 'tidak', 'bug']","['bagus', 'bug']",bagus bug,19,Positif
2025-10-02 20:46:17,Pengguna Google,5,sangat bagus apk nya,sangat bagus apk nya,sangat bagus apk nya,sangat bagus apk ya,"['sangat', 'bagus', 'apk', 'ya']","['bagus', 'apk', 'ya']",bagus apk ya,20,Positif
2025-10-02 17:13:05,Pengguna Google,5,karena bisa membantu belajar✏📖,karena bisa membantu belajar,karena bisa membantu belajar,karena bisa membantu belajar,"['karena', 'bisa', 'membantu', 'belajar']","['membantu', 'belajar']",bantu ajar,28,Positif
2025-10-02 17:07:57,Pengguna Google,5,luvvv bangett apliksi ini,luvvv bangett apliksi ini,luvvv bangett apliksi ini,luvvv banget apliksi ini,"['luvvv', 'banget', 'apliksi', 'ini']","['luvvv', 'banget', 'apliksi']",luvvv banget apliksi,25,Positif
2025-10-02 17:00:28,Pengguna Google,5,no debat,no debat,no debat,no debat,"['no', 'debat']","['no', 'debat']",no debat,8,Netral
2025-10-02 17:00:07,Pengguna Google,5,bagusss bangettt,bagusss bangettt,bagusss bangettt,bagus banget,"['bagus', 'banget']","['bagus', 'banget']",bagus banget,16,Positif
2025-10-02 16:22:22,Pengguna Google,5,apk nya sangat bagus dengan ini saya bisa lancar dan sy bisa tau mana cara pengucapannya yang salah atau benar!,apk nya sangat bagus dengan ini saya bisa lancar dan sy bisa tau mana cara pengucapannya yang salah atau benar,apk nya sangat bagus dengan ini saya bisa lancar dan sy bisa tau mana cara pengucapannya yang salah atau benar,apk ya sangat bagus dengan ini saya bisa lancar dan saya bisa tau mana cara pengucapannya yang salah atau benar,"['apk', 'ya', 'sangat', 'bagus', 'dengan', 'ini', 'saya', 'bisa', 'lancar', 'dan', 'saya', 'bisa', 'tau', 'mana', 'cara', 'pengucapannya', 'yang', 'salah', 'atau', 'benar']","['apk', 'ya', 'bagus', 'lancar', 'tau', 'pengucapannya', 'salah']",apk ya bagus lancar tau ucap salah,110,Positif
2025-10-02 16:22:00,Pengguna Google,5,mantap dan asyik,mantap dan asyik,mantap dan asyik,mantap dan asyik,"['mantap', 'dan', 'asyik']","['mantap', 'asyik']",mantap asyik,16,Netral
2025-10-02 16:15:12,Pengguna Google,5,Good App👍,Good App,good app,good app,"['good', 'app']","['good', 'app']",good app,8,Negatif
2025-10-02 16:05:03,Pengguna Google,5,the best apk every thank youu udah bertahan tapi keknya lebih seru kalo ada fitur bisa ngobrol sama orang luar,the best apk every thank youu udah bertahan tapi keknya lebih seru kalo ada fitur bisa ngobrol sama orang luar,the best apk every thank youu udah bertahan tapi keknya lebih seru kalo ada fitur bisa ngobrol sama orang luar,the best apk every thank youu sudah bertahan tapi kayaknya lebih seru kalau ada fitur bisa mengobrol sama orang luar,"['the', 'best', 'apk', 'every', 'thank', 'youu', 'sudah', 'bertahan', 'tapi', 'kayaknya', 'lebih', 'seru', 'kalau', 'ada', 'fitur', 'bisa', 'mengobrol', 'sama', 'orang', 'luar']","['the', 'best', 'apk', 'every', 'thank', 'youu', 'bertahan', 'kayaknya', 'seru', 'fitur', 'mengobrol', 'orang']",the best apk every thank youu tahan kayak seru fitur obrol orang,110,Negatif
2025-10-02 15:56:40,Pengguna Google,5,sangat menyenangkan dan mudah dihapal pokoknya keren bangettt 👍👍,sangat menyenangkan dan mudah dihapal pokoknya keren bangettt ,sangat menyenangkan dan mudah dihapal pokoknya keren bangettt ,sangat menyenangkan dan mudah dihapal pokoknya keren banget,"['sangat', 'menyenangkan', 'dan', 'mudah', 'dihapal', 'pokoknya', 'keren', 'banget']","['menyenangkan', 'mudah', 'dihapal', 'pokoknya', 'keren', 'banget']",senang mudah dihapal pokok keren banget,62,Positif
2025-10-02 15:54:40,Pengguna Google,5,Salah satu aplikasi yang dibutuhkan pelajar,Salah satu aplikasi yang dibutuhkan pelajar,salah satu aplikasi yang dibutuhkan pelajar,salah satu aplikasi yang dibutuhkan pelajar,"['salah', 'satu', 'aplikasi', 'yang', 'dibutuhkan', 'pelajar']","['salah', 'aplikasi', 'dibutuhkan', 'pelajar']",salah aplikasi butuh ajar,43,Positif
2025-10-02 15:52:41,Pengguna Google,5,aplikasi ini sangat bagus untuk pelajar yg masih kurang bisa belajar bahasa² luar,aplikasi ini sangat bagus untuk pelajar yg masih kurang bisa belajar bahasa luar,aplikasi ini sangat bagus untuk pelajar yg masih kurang bisa belajar bahasa luar,aplikasi ini sangat bagus untuk pelajar yang masih kurang bisa belajar bahasa luar,"['aplikasi', 'ini', 'sangat', 'bagus', 'untuk', 'pelajar', 'yang', 'masih', 'kurang', 'bisa', 'belajar', 'bahasa', 'luar']","['aplikasi', 'bagus', 'pelajar', 'belajar', 'bahasa']",aplikasi bagus ajar ajar bahasa,80,Positif
2025-10-02 15:47:00,Pengguna Google,5,aplikasi nya sangat berguna untuk belajar,aplikasi nya sangat berguna untuk belajar,aplikasi nya sangat berguna untuk belajar,aplikasi ya sangat berguna untuk belajar,"['aplikasi', 'ya', 'sangat', 'berguna', 'untuk', 'belajar']","['aplikasi', 'ya', 'berguna', 'belajar']",aplikasi ya guna ajar,41,Positif
2025-10-02 15:25:15,Pengguna Google,5,sangat-sangat bagus sekali aplikasi ini,sangatsangat bagus sekali aplikasi ini,sangatsangat bagus sekali aplikasi ini,sangatsangat bagus sekali aplikasi ini,"['sangatsangat', 'bagus', 'sekali', 'aplikasi', 'ini']","['sangatsangat', 'bagus', 'aplikasi']",sangatsangat bagus aplikasi,38,Positif
2025-10-02 15:14:49,Pengguna Google,3,"habis 1 pelajaran langsung iklan,tapi gpp lah ( Trimakasih saya masih dikasih hati, "" Ga pake energi yang boros "". Soal nya hp ku yang baru pake energi,hp ku lama pake hati😁",habis  pelajaran langsung iklantapi gpp lah  Trimakasih saya masih dikasih hati  Ga pake energi yang boros  Soal nya hp ku yang baru pake energihp ku lama pake hati,habis  pelajaran langsung iklantapi gpp lah  trimakasih saya masih dikasih hati  ga pake energi yang boros  soal nya hp ku yang baru pake energihp ku lama pake hati,habis pelajaran langsung iklantapi lah trimakasih saya masih dikasih hati tidak pakai energi yang boros soal ya hp ku yang baru pakai energihp ku lama pakai hati,"['habis', 'pelajaran', 'langsung', 'iklantapi', 'lah', 'trimakasih', 'saya', 'masih', 'dikasih', 'hati', 'tidak', 'pakai', 'energi', 'yang', 'boros', 'soal', 'ya', 'hp', 'ku', 'yang', 'baru', 'pakai', 'energihp', 'ku', 'lama', 'pakai', 'hati']","['habis', 'pelajaran', 'langsung', 'iklantapi', 'trimakasih', 'dikasih', 'hati', 'pakai', 'energi', 'boros', 'ya', 'hp', 'ku', 'pakai', 'energihp', 'ku', 'pakai', 'hati']",habis ajar langsung iklantapi trimakasih kasih hati pakai energi boros ya hp ku pakai energihp ku pakai hati,164,Negatif
2025-10-02 14:58:29,Pengguna Google,5,asik sekali,asik sekali,asik sekali,asik sekali,"['asik', 'sekali']",['asik'],asik,11,Netral
2025-10-02 14:54:19,Pengguna Google,2,"bagus banget aplikasi nya, namun saya tidak suka karna ada unsur L*BT nya padahal udah bagus, saya pakai aplikasi ini untuk belajar bahasa Inggris saja",bagus banget aplikasi nya namun saya tidak suka karna ada unsur LBT nya padahal udah bagus saya pakai aplikasi ini untuk belajar bahasa Inggris saja,bagus banget aplikasi nya namun saya tidak suka karna ada unsur lbt nya padahal udah bagus saya pakai aplikasi ini untuk belajar bahasa inggris saja,bagus banget aplikasi ya namun saya tidak suka karena ada unsur lbt ya padahal sudah bagus saya pakai aplikasi ini untuk belajar bahasa inggris saja,"['bagus', 'banget', 'aplikasi', 'ya', 'namun', 'saya', 'tidak', 'suka', 'karena', 'ada', 'unsur', 'lbt', 'ya', 'padahal', 'sudah', 'bagus', 'saya', 'pakai', 'aplikasi', 'ini', 'untuk', 'belajar', 'bahasa', 'inggris', 'saja']","['bagus', 'banget', 'aplikasi', 'ya', 'suka', 'unsur', 'lbt', 'ya', 'bagus', 'pakai', 'aplikasi', 'belajar', 'bahasa', 'inggris']",bagus banget aplikasi ya suka unsur lbt ya bagus pakai aplikasi ajar bahasa inggris,148,Positif
2025-10-02 14:42:56,Pengguna Google,5,semoga bisa gratis salam memainkan video call dalam bahasa twkwk,semoga bisa gratis salam memainkan video call dalam bahasa twkwk,semoga bisa gratis salam memainkan video call dalam bahasa twkwk,semoga bisa gratis salam memainkan video call dalam bahasa twkwk,"['semoga', 'bisa', 'gratis', 'salam', 'memainkan', 'video', 'call', 'dalam', 'bahasa', 'twkwk']","['semoga', 'gratis', 'salam', 'memainkan', 'video', 'call', 'bahasa', 'twkwk']",moga gratis salam main video call bahasa twkwk,64,Positif
2025-10-02 14:36:02,Pengguna Google,5,kerennnn ...,kerennnn ,kerennnn ,keren,['keren'],['keren'],keren,9,Netral
2025-10-02 14:34:56,Pengguna Google,5,bagus bgt aplikasih nya pokok aplikasih terbaik,bagus bgt aplikasih nya pokok aplikasih terbaik,bagus bgt aplikasih nya pokok aplikasih terbaik,bagus banget aplikasih ya pokok aplikasih terbaik,"['bagus', 'banget', 'aplikasih', 'ya', 'pokok', 'aplikasih', 'terbaik']","['bagus', 'banget', 'aplikasih', 'ya', 'pokok', 'aplikasih', 'terbaik']",bagus banget aplikasih ya pokok aplikasih baik,47,Positif
2025-10-02 14:33:41,Pengguna Google,5,"bagus, saya lebih mengerti bahasa",bagus saya lebih mengerti bahasa,bagus saya lebih mengerti bahasa,bagus saya lebih mengerti bahasa,"['bagus', 'saya', 'lebih', 'mengerti', 'bahasa']","['bagus', 'mengerti', 'bahasa']",bagus erti bahasa,32,Positif
2025-10-02 14:23:19,Pengguna Google,1,"hati-hati, ini ada kampanye LGBT terselubung. bahaya dipakai anak-anak dan dogma LGBT.",hatihati ini ada kampanye LGBT terselubung bahaya dipakai anakanak dan dogma LGBT,hatihati ini ada kampanye lgbt terselubung bahaya dipakai anakanak dan dogma lgbt,hatihati ini ada kampanye lgbt terselubung bahaya dipakai anakanak dan dogma lgbt,"['hatihati', 'ini', 'ada', 'kampanye', 'lgbt', 'terselubung', 'bahaya', 'dipakai', 'anakanak', 'dan', 'dogma', 'lgbt']","['hatihati', 'kampanye', 'lgbt', 'terselubung', 'bahaya', 'dipakai', 'anakanak', 'dogma', 'lgbt']",hatihati kampanye lgbt selubung bahaya pakai anakanak dogma lgbt,81,Negatif
2025-10-02 14:13:28,Pengguna Google,5,terimakasih karna sudah memvantu saya menambah kosakata,terimakasih karna sudah memvantu saya menambah kosakata,terimakasih karna sudah memvantu saya menambah kosakata,terimakasih karena sudah memvantu saya menambah kosakata,"['terimakasih', 'karena', 'sudah', 'memvantu', 'saya', 'menambah', 'kosakata']","['terimakasih', 'memvantu', 'menambah', 'kosakata']",terimakasih memvantu tambah kosakata,55,Positif
2025-10-02 14:04:16,Pengguna Google,5,"aplikasi ini bagus untuk belajar bisa bahasa Inggris, bisa belajar MTK, DLL. tapi banyak inklannya sih... tapi pokoknya baguslah👌👌👌",aplikasi ini bagus untuk belajar bisa bahasa Inggris bisa belajar MTK DLL tapi banyak inklannya sih tapi pokoknya baguslah,aplikasi ini bagus untuk belajar bisa bahasa inggris bisa belajar mtk dll tapi banyak inklannya sih tapi pokoknya baguslah,aplikasi ini bagus untuk belajar bisa bahasa inggris bisa belajar mtk dll tapi banyak inklannya sih tapi pokoknya baguslah,"['aplikasi', 'ini', 'bagus', 'untuk', 'belajar', 'bisa', 'bahasa', 'inggris', 'bisa', 'belajar', 'mtk', 'dll', 'tapi', 'banyak', 'inklannya', 'sih', 'tapi', 'pokoknya', 'baguslah']","['aplikasi', 'bagus', 'belajar', 'bahasa', 'inggris', 'belajar', 'mtk', 'dll', 'inklannya', 'sih', 'pokoknya', 'baguslah']",aplikasi bagus ajar bahasa inggris ajar mtk dll inklannya sih pokok bagus,122,Positif
2025-10-02 14:00:42,Pengguna Google,3,"honestly the app is good but no need too add lgbtq in ts app, because a lot of user is a kid",honestly the app is good but no need too add lgbtq in ts app because a lot of user is a kid,honestly the app is good but no need too add lgbtq in ts app because a lot of user is a kid,honestly the app is good but no need too ada lgbtq ini ts app because a lot of user is a kid,"['honestly', 'the', 'app', 'is', 'good', 'but', 'no', 'need', 'too', 'ada', 'lgbtq', 'ini', 'ts', 'app', 'because', 'a', 'lot', 'of', 'user', 'is', 'a', 'kid']","['honestly', 'the', 'app', 'is', 'good', 'but', 'no', 'need', 'too', 'lgbtq', 'ts', 'app', 'because', 'a', 'lot', 'of', 'user', 'is', 'a', 'kid']",honestly the app is good but no need too lgbtq ts app because a lot of user is a kid,91,Negatif
2025-10-02 13:57:05,Pengguna Google,5,senang untuk belajar karena duo linggo,senang untuk belajar karena duo linggo,senang untuk belajar karena duo linggo,senang untuk belajar karena duo linggo,"['senang', 'untuk', 'belajar', 'karena', 'duo', 'linggo']","['senang', 'belajar', 'duo', 'linggo']",senang ajar duo linggo,38,Positif
2025-10-02 13:51:54,Pengguna Google,5,"bagus banget aplikasi nya top deh aku belajar musik, mtk,bhs jepang langsung bisa cuma dalam 14 hari doang oyyy mantappp deh",bagus banget aplikasi nya top deh aku belajar musik mtkbhs jepang langsung bisa cuma dalam  hari doang oyyy mantappp deh,bagus banget aplikasi nya top deh aku belajar musik mtkbhs jepang langsung bisa cuma dalam  hari doang oyyy mantappp deh,bagus banget aplikasi ya top deh aku belajar musik mtkbhs jepang langsung bisa cuma dalam hari doang oyyy mantap deh,"['bagus', 'banget', 'aplikasi', 'ya', 'top', 'deh', 'aku', 'belajar', 'musik', 'mtkbhs', 'jepang', 'langsung', 'bisa', 'cuma', 'dalam', 'hari', 'doang', 'oyyy', 'mantap', 'deh']","['bagus', 'banget', 'aplikasi', 'ya', 'top', 'deh', 'belajar', 'musik', 'mtkbhs', 'jepang', 'langsung', 'doang', 'oyyy', 'mantap', 'deh']",bagus banget aplikasi ya top deh ajar musik mtkbhs jepang langsung doang oyyy mantap deh,120,Positif
2025-10-02 13:48:16,Pengguna Google,5,aku kasi bintang 5 soalnya bagus sih menurut ku walaupun aku baru belajar bahasanya masi besic atau dasar sih tapi buat aku yang malas belajar ini rekomendasi bangat sihh,aku kasi bintang  soalnya bagus sih menurut ku walaupun aku baru belajar bahasanya masi besic atau dasar sih tapi buat aku yang malas belajar ini rekomendasi bangat sihh,aku kasi bintang  soalnya bagus sih menurut ku walaupun aku baru belajar bahasanya masi besic atau dasar sih tapi buat aku yang malas belajar ini rekomendasi bangat sihh,aku kasih bintang soalnya bagus sih menurut ku walaupun aku baru belajar bahasanya masih besic atau dasar sih tapi buat aku yang malas belajar ini rekomendasi banget sih,"['aku', 'kasih', 'bintang', 'soalnya', 'bagus', 'sih', 'menurut', 'ku', 'walaupun', 'aku', 'baru', 'belajar', 'bahasanya', 'masih', 'besic', 'atau', 'dasar', 'sih', 'tapi', 'buat', 'aku', 'yang', 'malas', 'belajar', 'ini', 'rekomendasi', 'banget', 'sih']","['kasih', 'bintang', 'bagus', 'sih', 'ku', 'belajar', 'bahasanya', 'besic', 'dasar', 'sih', 'malas', 'belajar', 'rekomendasi', 'banget', 'sih']",kasih bintang bagus sih ku ajar bahasa besic dasar sih malas ajar rekomendasi banget sih,169,Positif
2025-10-02 13:48:00,Pengguna Google,2,"Kenapa kanjinya belum terbuka harus nyelesaiin tugas lain dulu hduh bertele tele, mau belajar apa jd lama",Kenapa kanjinya belum terbuka harus nyelesaiin tugas lain dulu hduh bertele tele mau belajar apa jd lama,kenapa kanjinya belum terbuka harus nyelesaiin tugas lain dulu hduh bertele tele mau belajar apa jd lama,kenapa kanjinya belum terbuka harus nyelesaiin tugas lain dulu hduh bertele tele mau belajar apa jadi lama,"['kenapa', 'kanjinya', 'belum', 'terbuka', 'harus', 'nyelesaiin', 'tugas', 'lain', 'dulu', 'hduh', 'bertele', 'tele', 'mau', 'belajar', 'apa', 'jadi', 'lama']","['kanjinya', 'terbuka', 'nyelesaiin', 'tugas', 'hduh', 'bertele', 'tele', 'belajar']",kanji buka nyelesaiin tugas hduh tele tele ajar,104,Positif
2025-10-02 13:46:08,Pengguna Google,5,ihhh aku pke apk inii sangat membantu bnget buat belajar bahasa,ihhh aku pke apk inii sangat membantu bnget buat belajar bahasa,ihhh aku pke apk inii sangat membantu bnget buat belajar bahasa,ih aku pakai apk ini sangat membantu banget buat belajar bahasa,"['ih', 'aku', 'pakai', 'apk', 'ini', 'sangat', 'membantu', 'banget', 'buat', 'belajar', 'bahasa']","['ih', 'pakai', 'apk', 'membantu', 'banget', 'belajar', 'bahasa']",ih pakai apk bantu banget ajar bahasa,63,Positif
